Longitude,Latitude,geometry,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
-71.48249999991458,41.99972222219876,POINT (-71.48249999991458 41.99972222219876),44,007,018500,44007018500,185,Census Tract 185,G5020,S,3872485,111425,+41.9959694,-071.4838846
-71.48416666658125,41.99944444442098,POINT (-71.48416666658125 41.99944444442098),44,007,018500,44007018500,185,Census Tract 185,G5020,S,3872485,111425,+41.9959694,-071.4838846
-71.48305555547014,41.98694444442097,POINT (-71.48305555547014 41.98694444442097),44,007,018500,44007018500,185,Census Tract 185,G5020,S,3872485,111425,+41.9959694,-071.4838846
-71.48777777769237,41.98972222219875,POINT (-71.48777777769237 41.98972222219875),44,007,018500,44007018500,185,Census Tract 185,G5020,S,3872485,111425,+41.9959694,-071.4838846
-71.30694444435889,41.468333333309445,POINT (-71.30694444435889 41.468333333309445),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.31611111102556,41.47472222219834,POINT (-71.31611111102556 41.47472222219834),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.32277777769224,41.463888888865,POINT (-71.32277777769224 41.463888888865),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.31083333324779,41.46999999997612,POINT (-71.31083333324779 41.46999999997612),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.31999999991446,41.46805555553167,POINT (-71.31999999991446 41.46805555553167),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.31861111102556,41.47333333330945,POINT (-71.31861111102556 41.47333333330945),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.30111111102555,41.47499999997612,POINT (-71.30111111102555 41.47499999997612),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.30111111102555,41.47444444442056,POINT (-71.30111111102555 41.47444444442056),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.30722222213666,41.46166666664278,POINT (-71.30722222213666 41.46166666664278),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.30138888880333,41.47472222219834,POINT (-71.30138888880333 41.47472222219834),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.31111111102555,41.47333333330945,POINT (-71.31111111102555 41.47333333330945),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.30194444435888,41.47249999997612,POINT (-71.30194444435888 41.47249999997612),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.29888888880332,41.47222222219834,POINT (-71.29888888880332 41.47222222219834),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.30055555547,41.46944444442056,POINT (-71.30055555547 41.46944444442056),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.30027777769222,41.46916666664278,POINT (-71.30027777769222 41.46916666664278),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.29999999991443,41.46999999997612,POINT (-71.29999999991443 41.46999999997612),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.31249999991445,41.46944444442056,POINT (-71.31249999991445 41.46944444442056),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.30055555547,41.46916666664278,POINT (-71.30055555547 41.46916666664278),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.31777777769223,41.47416666664279,POINT (-71.31777777769223 41.47416666664279),44,005,040900,44005040900,409,Census Tract 409,G5020,S,10156753,5715521,+41.4656864,-071.3314609
-71.42111111102565,41.81222222219861,POINT (-71.42111111102565 41.81222222219861),44,007,000700,44007000700,7,Census Tract 7,G5020,S,608551,0,+41.8137414,-071.4171143
-71.41444444435898,41.81277777775416,POINT (-71.41444444435898 41.81277777775416),44,007,000700,44007000700,7,Census Tract 7,G5020,S,608551,0,+41.8137414,-071.4171143
-71.41555555547009,41.81444444442084,POINT (-71.41555555547009 41.81444444442084),44,007,000700,44007000700,7,Census Tract 7,G5020,S,608551,0,+41.8137414,-071.4171143
-71.41555555547009,41.81333333330972,POINT (-71.41555555547009 41.81333333330972),44,007,000700,44007000700,7,Census Tract 7,G5020,S,608551,0,+41.8137414,-071.4171143
-71.41722222213676,41.81249999997639,POINT (-71.41722222213676 41.81249999997639),44,007,000700,44007000700,7,Census Tract 7,G5020,S,608551,0,+41.8137414,-071.4171143
-71.41499999991453,41.81472222219861,POINT (-71.41499999991453 41.81472222219861),44,007,000700,44007000700,7,Census Tract 7,G5020,S,608551,0,+41.8137414,-071.4171143
-71.4202777776923,41.81333333330972,POINT (-71.4202777776923 41.81333333330972),44,007,000700,44007000700,7,Census Tract 7,G5020,S,608551,0,+41.8137414,-071.4171143
-71.42055555547009,41.81055555553194,POINT (-71.42055555547009 41.81055555553194),44,007,000700,44007000700,7,Census Tract 7,G5020,S,608551,0,+41.8137414,-071.4171143
-71.41861111102564,41.81861111108751,POINT (-71.41861111102564 41.81861111108751),44,007,000700,44007000700,7,Census Tract 7,G5020,S,608551,0,+41.8137414,-071.4171143
